0.950947,0.983335
0.831349,0.719478
0.212381,0.732618
0.488002,0.236902
0.397241,0.559870
0.122288,0.847803
0.794366,0.035001
0.129802,0.478922
0.120823,0.687359
0.321788,0.184212
0.934759,0.783496
0.432259,0.716190
