0.790873,0.473202
0.031669,0.992994
0.463170,0.943096
0.483669,0.096922
0.211910,0.708765
0.004808,0.925222
0.987106,0.613748
0.344348,0.542386
0.841436,0.138042
0.571897,0.878714
0.118306,0.967423
0.051565,0.850172
0.045886,0.732980
0.346773,0.056243
0.255419,0.111761
0.822479,0.783779
0.585932,0.545360
0.928776,0.608941
0.991094,0.757433
0.969991,0.601530
0.539181,0.860778
0.773605,0.564137
0.990025,0.191659
0.156394,0.257294
0.027444,0.985324
0.565067,0.697840
0.661127,0.347065
0.842368,0.525566
0.342025,0.370700
0.463605,0.899381
0.474046,0.168359
0.866785,0.794024
0.333113,0.481673
0.630786,0.803897
0.828290,0.157543
0.226727,0.894409
0.733794,0.331874
0.292851,0.314846
0.144304,0.353003
0.628438,0.457234
0.388068,0.971003
0.176709,0.560091
0.295100,0.585933
0.058113,0.453566
0.417177,0.868637
0.291765,0.510028
0.379426,0.478935
0.099999,0.544328
0.052877,0.241684
0.577844,0.415463
0.630173,0.942506
0.282115,0.070931
0.250248,0.799997
0.314389,0.786439
0.320581,0.820780
0.377018,0.138918
0.031952,0.727587
0.237379,0.403705
0.127688,0.099489
0.845202,0.408133
0.929108,0.294082
0.701281,0.828220
0.225583,0.221539
0.599590,0.888473
0.962125,0.714228
0.606462,0.448957
0.959921,0.005259
0.570454,0.455735
0.998281,0.791320
0.550768,0.531859
0.022825,0.744659
0.167568,0.667357
0.071462,0.313407
0.759714,0.679915
0.812167,0.975367
0.440530,0.443325
0.784547,0.905141
0.780174,0.738391
0.438512,0.928594
0.031954,0.233335
0.427222,0.608581
0.621065,0.846438
0.556501,0.100270
0.219235,0.358923
0.359594,0.403403
0.224695,0.482899
0.819669,0.690493
0.418973,0.685655
0.285215,0.318882
0.684909,0.119057
0.451531,0.976607
0.395779,0.894770
0.680276,0.486687
0.715455,0.111952
0.261008,0.146403
0.765099,0.750913
0.462704,0.868596
0.639991,0.966946
0.843202,0.466082
0.332977,0.223909
0.074758,0.558826
0.884665,0.030564
0.344411,0.795812
0.885296,0.991551
0.318016,0.044315
0.745168,0.937784
0.952364,0.887866
0.437091,0.597452
0.330177,0.490045
0.358913,0.296199
0.061039,0.402157
0.215426,0.806892
0.069579,0.034297
0.612328,0.072610
0.118028,0.202705
0.821955,0.104960
0.521016,0.166792
0.767267,0.327956
0.296165,0.744582
0.438236,0.345176
0.674067,0.546227
0.173367,0.805777
0.352078,0.267589
0.235717,0.562519
0.818969,0.999656
0.773218,0.432153
0.853949,0.593739
0.299565,0.000421
0.560828,0.887005
0.643115,0.561106
0.226905,0.616113
0.926858,0.062491
0.582023,0.856203
0.384705,0.044374
0.711323,0.146005
0.819168,0.166466
0.024901,0.709572
0.800234,0.387367
0.701632,0.692910
0.055299,0.486582
0.937882,0.840651
0.386009,0.049993
0.618640,0.718990
0.635531,0.080016
0.987253,0.213311
0.917835,0.622314
0.817120,0.133683
0.816735,0.313617
0.665768,0.402133
0.483344,0.502068
0.124573,0.024737
0.682014,0.524584
0.743484,0.689033
0.133429,0.731244
0.221047,0.429791
0.651155,0.787645
0.796688,0.026740
0.015734,0.095869
0.540334,0.527163
0.764604,0.197957
0.794590,0.576218
0.382149,0.656333
0.005362,0.581546
0.068492,0.737525
0.110292,0.403866
0.979372,0.105773
0.796118,0.489075
0.851395,0.555943
0.492139,0.585350
0.574963,0.206861
0.875331,0.507928
0.481534,0.564326
0.532206,0.814370
0.115499,0.114519
0.460735,0.519829
0.891190,0.246849
0.782221,0.964330
0.867671,0.943402
0.276016,0.767998
0.723804,0.447802
0.026549,0.338509
0.253681,0.086587
0.438765,0.435079
0.738005,0.102215
0.987174,0.774971
0.878324,0.536794
0.729356,0.518349
0.392365,0.135033
0.027939,0.864471
0.727990,0.614453
0.678863,0.473306
0.769946,0.477158
0.385073,0.003847
0.348838,0.803331
0.438770,0.140747
0.972404,0.449674
0.852335,0.510750
0.710619,0.139884
0.739754,0.556811
0.303529,0.266236
0.525469,0.829403
0.355146,0.725964
0.001322,0.798867
0.101962,0.584370
0.220583,0.691255
0.996431,0.605818
0.632389,0.297633
0.562018,0.262800
0.824706,0.954081
0.288702,0.792901
0.212005,0.887394
0.294273,0.008474
0.925648,0.578846
0.463861,0.008682
0.704399,0.805556
0.623424,0.336531
0.488336,0.251801
0.579876,0.593908
0.362382,0.035074
0.945642,0.804315
0.646761,0.354620
0.564519,0.839843
0.781581,0.264974
0.933524,0.051040
0.201671,0.321595
0.973016,0.599309
0.354034,0.786299
0.224485,0.880074
0.659466,0.312400
0.635966,0.046133
0.531227,0.659354
0.971706,0.143549
0.725844,0.471487
0.839191,0.548956
0.633964,0.779201
0.078630,0.100155
0.253576,0.963350
0.170668,0.044581
0.432954,0.903694
0.755180,0.461601
0.878884,0.999894
0.077129,0.282286
0.542130,0.323760
0.945283,0.835308
0.259655,0.366346
0.043638,0.643040
0.663887,0.971988
0.715241,0.051705
0.414037,0.358482
0.815179,0.793975
0.077745,0.857635
0.104357,0.528832
0.749817,0.428357
0.272761,0.152784
0.841304,0.735192
0.681017,0.344836
0.056638,0.883556
0.608447,0.242262
0.345478,0.967463
0.678940,0.100290
0.408998,0.333247
0.844458,0.158199
0.431881,0.716949
0.754729,0.257645
0.546277,0.570719
0.377525,0.406593
0.144746,0.439874
0.482203,0.332907
0.119378,0.673044
0.626742,0.506468
0.393668,0.036638
0.205181,0.858266
0.181959,0.265659
0.373719,0.622887
0.658334,0.296284
0.568186,0.550093
0.228197,0.872034
0.801573,0.429829
0.439986,0.674900
0.850464,0.808731
0.895340,0.999282
0.027263,0.597638
0.118794,0.619453
0.965895,0.014856
0.453386,0.819937
0.129207,0.635112
0.380037,0.689314
0.109556,0.617353
0.436270,0.240660
0.541652,0.573536
0.563364,0.961730
0.677123,0.192803
0.738598,0.108380
0.303559,0.710981
0.077215,0.474029
0.581911,0.299339
0.262473,0.117901
0.480611,0.884646
0.466295,0.471421
0.221147,0.289458
0.461339,0.346539
0.254172,0.082818
0.319033,0.676810
0.263103,0.059031
0.580979,0.329634
0.963237,0.693481
0.567069,0.011690
0.602298,0.020203
0.816301,0.374384
0.079731,0.320417
0.059912,0.944105
0.306590,0.714709
0.349894,0.058923
0.479136,0.917619
0.278501,0.077808
0.054475,0.090393
0.410642,0.157504
0.562704,0.113525
0.156254,0.395251
0.991651,0.645536
0.805347,0.232966
0.998195,0.008763
0.835463,0.135510
0.090333,0.062319
0.441270,0.447330
0.344150,0.484254
0.274477,0.842707
0.118172,0.049960
0.714997,0.043100
0.692883,0.202856
0.807773,0.888230
0.225259,0.401335
0.706734,0.501918
0.857618,0.975943
0.662844,0.052902
0.085817,0.455206
0.720137,0.535602
0.218702,0.336823
